"","name","price","rating","votes_cnt","subzone","lat","lng","kuchnia1","n","lng_utm","lat_utm"
"741","Restauracja indian hut, Œródmieœcie Po³udniowe",75,3.3,8,"Œródmieœcie po³udniowe",52.222906,21.00891,"Kawa i herbata",4,500608.633580342,5785830.96133198
"742","Restauracja bar centralny koszyki, Œródmieœcie Po³udniowe",70,3.5,12,"Œródmieœcie po³udniowe",52.231924,21.006727,"Drinki",1,500459.421849992,5786833.99178822
"743","Restauracja tukan salad bar, Œródmieœcie Po³udniowe",55,2.8,10,"Œródmieœcie po³udniowe",52.228416,21.013982,"Zdrowe jedzenie",1,500954.978834277,5786443.87750958
"744","Restauracja koko roy, Œródmieœcie Po³udniowe",110,3.3,8,"Œródmieœcie po³udniowe",52.224434,21.014039,"Amerykañska",1,500958.957749236,5786000.97178346
"745","Restauracja alternatywa cafe, Œródmieœcie Po³udniowe",40,3.3,9,"Œródmieœcie po³udniowe",52.214368,21.0218,"Drinki",1,501489.422723846,5784881.49177716
"746","Restauracja yesz, Œródmieœcie Po³udniowe",40,3.5,11,"Œródmieœcie po³udniowe",52.223986,21.01233,"Gruziñska",1,500842.230076741,5785951.1208101
"747","Restauracja blueberrys, Œródmieœcie Po³udniowe",100,3.1,7,"Œródmieœcie po³udniowe",52.219189,21.017869,"Œródziemnomorska",2,501220.716210082,5785417.64346525
"748","Restauracja metro jazz bar bistro, Œródmieœcie Po³udniowe",120,NA,0,"Œródmieœcie po³udniowe",52.22897,21.0117,"Polska",2,500799.106944578,5786505.46975823
"749","Restauracja bardzo bardzo, Œródmieœcie Po³udniowe",80,3.2,8,"Œródmieœcie po³udniowe",52.229108,21.017769,"Drinki",2,501213.614294115,5786520.90337252
"750","Restauracja pub 7, Œródmieœcie Po³udniowe",50,3.4,7,"Œródmieœcie po³udniowe",52.22224,21.017629,"Polska",1,501204.238144821,5785756.9931289
"751","Restauracja przejœcie, Œródmieœcie Po³udniowe",60,3.5,12,"Œródmieœcie po³udniowe",52.231924,21.006727,"Przek¹ski",1,500459.421849992,5786833.99178822
"752","Restauracja lokalne farmazony, Œródmieœcie Po³udniowe",50,NA,0,"Œródmieœcie po³udniowe",52.223158,21.021028,"Zdrowe jedzenie",1,501436.394435835,5785859.16148837
"753","Restauracja duy hung, Œródmieœcie Po³udniowe",40,3.3,5,"Œródmieœcie po³udniowe",52.220431,21.012725,"Wietnamska",4,500869.2809053,5785555.71326758
"754","Restauracja nowa jerozolima, Œródmieœcie Po³udniowe",60,2.9,8,"Œródmieœcie po³udniowe",52.228404,21.006282,"Drinki",1,500429.064416117,5786442.46926993
"755","Restauracja cafe tvn, Œródmieœcie Po³udniowe",40,3.1,5,"Œródmieœcie po³udniowe",52.226475,21.014477,"Kawiarnia",2,500988.830744343,5786227.99222697
"756","Restauracja egipt, Œródmieœcie Po³udniowe",50,3.3,7,"Œródmieœcie po³udniowe",52.229301,21.014168,"Kebab",2,500967.663503001,5786542.31603772
"757","Restauracja norka, Œródmieœcie Po³udniowe",60,3.4,8,"Œródmieœcie po³udniowe",52.229711,21.015271,"Przek¹ski",2,501042.987946393,5786587.93448815
"758","Restauracja cafe alibi, Œródmieœcie Po³udniowe",60,NA,0,"Œródmieœcie po³udniowe",52.229947,21.017307,"Polska",1,501182.037630719,5786614.21535861
"759","Restauracja steakownia, Œródmieœcie Po³udniowe",80,3,4,"Œródmieœcie po³udniowe",52.247522,21.188064,"Steak",1,512839.361817755,5788585.55589388
"760","Restauracja zaatar, Œródmieœcie Po³udniowe",50,3.4,7,"Œródmieœcie po³udniowe",52.226925,21.012068,"Libañska",1,500824.27911822,5786278.01431468
"761","Restauracja fraza, Œródmieœcie Po³udniowe",50,3.4,8,"Œródmieœcie po³udniowe",52.220962,21.019084,"Polska",2,501303.666711282,5785614.87012799
"762","Restauracja bla bla, Œródmieœcie Po³udniowe",80,3.3,6,"Œródmieœcie po³udniowe",52.229301,21.014168,"Drinki",1,500967.663503001,5786542.31603772
"763","Restauracja deli 3 kuchnia i wino, Œródmieœcie Po³udniowe",60,3.2,4,"Œródmieœcie po³udniowe",52.230535,21.020553,"Kawiarnia",2,501403.715168722,5786679.6748594
"764","Restauracja return, Œródmieœcie Po³udniowe",90,3.2,5,"Œródmieœcie po³udniowe",52.219646,21.037439,"Œródziemnomorska",4,502557.609517988,5785468.98420079
"765","Restauracja pulp fiction bar, Œródmieœcie Po³udniowe",50,3.2,5,"Œródmieœcie po³udniowe",52.221363,21.016404,"Drinki",1,501120.580388989,5785659.42735952
"766","Restauracja drukarnia cafe, Œródmieœcie Po³udniowe",90,3,7,"Œródmieœcie po³udniowe",52.221282,21.010514,"Kawiarnia",2,500718.227485286,5785650.34326609
"767","Restauracja kebab amman, Œródmieœcie Po³udniowe",40,3.3,5,"Œródmieœcie po³udniowe",52.220215,21.012519,"Kebab",1,500855.212609046,5785531.68577967
"768","Restauracja domowe obiady przysmak, Œródmieœcie Po³udniowe",40,3.3,7,"Œródmieœcie po³udniowe",52.22163,21.01232,"Polska",1,500841.591539802,5785689.06970898
"769","Restauracja cafe rocknroll, Œródmieœcie Po³udniowe",45,2.8,7,"Œródmieœcie po³udniowe",52.217853,21.016936,"Przek¹ski",1,501157.013267525,5785269.02890383
"770","Restauracja inne beczki, Œródmieœcie Po³udniowe",40,3.5,7,"Œródmieœcie po³udniowe",52.216738,21.018774,"Przek¹ski",1,501282.611655511,5785145.04176068
"771","Restauracja restauracja ujazdowska mo³dawska, Œródmieœcie Po³udniowe",110,3.2,5,"Œródmieœcie po³udniowe",52.227035,21.023288,"Europejska",1,501590.63345805,5786290.43620282
"772","Restauracja qchnia, Œródmieœcie Po³udniowe",55,3,6,"Œródmieœcie po³udniowe",52.231924,21.006727,"Wietnamska",1,500459.421849992,5786833.99178822
"773","Restauracja pi?kna mery, Œródmieœcie Po³udniowe",35,3.3,5,"Œródmieœcie po³udniowe",52.24771,21.187556,"Drinki",2,512804.625938842,5788606.37675865
"774","Restauracja dom chleba, Œródmieœcie Po³udniowe",25,3.2,5,"Œródmieœcie po³udniowe",52.223568,21.016912,"Kawiarnia",2,501155.225367215,5785904.6910152
"775","Restauracja kawiarnia czytelnik, Œródmieœcie Po³udniowe",70,3.2,7,"Œródmieœcie po³udniowe",52.226415,21.025544,"Polska",2,501744.748666087,5786221.52727648
"776","Restauracja sztyki patyki, Œródmieœcie Po³udniowe",80,NA,0,"Œródmieœcie po³udniowe",52.225356,21.017214,"Miêdzynarodowa",1,501175.807164147,5786103.56993326
"777","Restauracja barock pub, Œródmieœcie Po³udniowe",50,3.3,8,"Œródmieœcie po³udniowe",52.220661,21.013838,"Drinki",1,500945.308213897,5785581.30941467
"778","Restauracja heritage shop wine, Œródmieœcie Po³udniowe",80,NA,0,"Œródmieœcie po³udniowe",52.231924,21.006727,"W³oska",1,500459.421849992,5786833.99178822
"779","Restauracja dekagram, Œródmieœcie Po³udniowe",150,3.2,4,"Œródmieœcie po³udniowe",52.223664,21.007302,"Polska",1,500498.784145316,5785915.25917807
"780","Restauracja cafe studio, Œródmieœcie Po³udniowe",30,3.2,5,"Œródmieœcie po³udniowe",52.220478,21.012752,"Kawiarnia",1,500871.124432412,5785560.94126204
"781","Restauracja flora caffe, Œródmieœcie Po³udniowe",45,3.4,7,"Œródmieœcie po³udniowe",52.216806,21.027644,"Kawiarnia",1,501888.593921119,5785152.79919584
"782","Restauracja dominium gusto, Œródmieœcie Po³udniowe",80,3.1,6,"Œródmieœcie po³udniowe",52.226292,21.018942,"Pizza",1,501293.811489097,5786207.70796325
"783","Restauracja goodie foodie bistrocafe, Œródmieœcie Po³udniowe",80,NA,0,"Œródmieœcie po³udniowe",52.216448,21.022079,"Zdrowe jedzenie",1,501508.414143165,5785112.8495637
"784","Restauracja kawiarnia ho¿a 51, Œródmieœcie Po³udniowe",40,NA,0,"Œródmieœcie po³udniowe",52.225163,21.00968,"Kawiarnia",1,500661.198020527,5786082.00763411
"785","Restauracja il cono, Œródmieœcie Po³udniowe",20,3.4,4,"Œródmieœcie po³udniowe",52.223568,21.016912,"Lodziarnia",2,501155.225367215,5785904.6910152
"786","Restauracja subway, Œródmieœcie Po³udniowe",40,3.1,5,"Œródmieœcie po³udniowe",52.219815,21.013043,"Fast Food",1,500891.016716276,5785487.20128267
"787","Restauracja salad story, Œródmieœcie Po³udniowe",55,NA,0,"Œródmieœcie po³udniowe",52.229115,21.016933,"Zdrowe jedzenie",1,501156.515708133,5786521.66829473
"788","Restauracja toro, Œródmieœcie Po³udniowe",80,NA,0,"Œródmieœcie po³udniowe",52.225939,21.015196,"Drinki",1,501037.95350721,5786168.38453318
"789","Restauracja cafe kryzys, Œródmieœcie Po³udniowe",40,NA,0,"Œródmieœcie po³udniowe",52.225085,21.016322,"Kawiarnia",1,501114.885638172,5786073.41328995
"790","Restauracja granda, Œródmieœcie Po³udniowe",60,3.2,7,"Œródmieœcie po³udniowe",52.227043,21.018617,"Drinki",2,501271.59128476,5786291.23379853
"791","Restauracja lobby bar hotel sheraton, Œródmieœcie Po³udniowe",150,3.1,5,"Œródmieœcie po³udniowe",52.231924,21.006727,"Miêdzynarodowa",1,500459.421849992,5786833.99178822
"792","Restauracja venti tre hotel regent, Œródmieœcie Po³udniowe",150,3.3,7,"Œródmieœcie po³udniowe",52.20758,21.0297,"W³oska",2,502029.476932801,5784126.67565432
"793","Restauracja ³azienkowska 3, Œródmieœcie Po³udniowe",90,3,7,"Œródmieœcie po³udniowe",52.221329,21.041234,"Europejska",2,502816.754828822,5785656.31995723
"794","Restauracja burger king, Œródmieœcie Po³udniowe",40,NA,0,"Œródmieœcie po³udniowe",52.223098,21.014893,"Fast Food",1,501017.322200109,5785852.38403083
"795","Restauracja gaba garcons, Œródmieœcie Po³udniowe",50,3.2,4,"Œródmieœcie po³udniowe",52.231924,21.006727,"Desery",2,500459.421849992,5786833.99178822
"796","Restauracja œwietlica, Œródmieœcie Po³udniowe",60,3.3,5,"Œródmieœcie po³udniowe",52.227811,21.013088,"Drinki",1,500893.930258565,5786376.57366747
"797","Restauracja charlie, Œródmieœcie Po³udniowe",70,3.2,4,"Œródmieœcie po³udniowe",52.222635,21.019532,"Drinki",1,501334.220360358,5785800.96113946
"798","Restauracja restauracja torwar, Œródmieœcie Po³udniowe",100,NA,0,"Œródmieœcie po³udniowe",52.22257,21.042176,"Polska",1,502881.023913887,5785794.38974761
"799","Restauracja kuchnia mamuœki, Œródmieœcie Po³udniowe",40,3.2,5,"Œródmieœcie po³udniowe",52.22379,21.01239,"Polska",1,500846.332246137,5785929.32099852
"800","Restauracja przystanek piekarnia, Œródmieœcie Po³udniowe",20,NA,0,"Œródmieœcie po³udniowe",52.222707,21.012078,"Piekarnia",1,500825.040318365,5785808.85847209
"801","Restauracja fenicja, Œródmieœcie Po³udniowe",30,3.3,5,"Œródmieœcie po³udniowe",52.229414,21.014606,"Kebab",2,500997.576033269,5786554.89064877
"802","Restauracja la casa del habano, Œródmieœcie Po³udniowe",110,3.2,5,"Œródmieœcie po³udniowe",52.230349,21.021288,"Przek¹ski",1,501453.919787036,5786659.00108586
"803","Restauracja kawka, Œródmieœcie Po³udniowe",40,3.4,5,"Œródmieœcie po³udniowe",52.22236,21.01773,"Kawiarnia",1,501211.134196848,5785770.34205914
"804","Restauracja gabi, Œródmieœcie Po³udniowe",40,NA,0,"Œródmieœcie po³udniowe",52.226008,21.008935,"Fast Food",1,500610.298777903,5786175.98802184
"805","Restauracja pola koncept, Œródmieœcie Po³udniowe",60,NA,0,"Œródmieœcie po³udniowe",52.223158,21.021028,"Kawiarnia",2,501436.394435835,5785859.16148837
"806","Restauracja cafe prasowy, Œródmieœcie Po³udniowe",30,NA,0,"Œródmieœcie po³udniowe",52.215453,21.020795,"Kawiarnia",1,501420.724354678,5785002.15281697
"807","Restauracja vis vis, Œródmieœcie Po³udniowe",80,3,5,"Œródmieœcie po³udniowe",52.228562,21.010321,"Polska",1,500704.928066742,5786460.07475907
"808","Restauracja przy teatrze, Œródmieœcie Po³udniowe",90,3,5,"Œródmieœcie po³udniowe",52.216448,21.022079,"Polska",1,501508.414143165,5785112.8495637
"809","Restauracja warsztat kulinarny focus, Œródmieœcie Po³udniowe",80,NA,0,"Œródmieœcie po³udniowe",52.21808,21.008345,"W³oska",1,500570.100762925,5785294.17509235
"810","Restauracja pho ha noi, Œródmieœcie Po³udniowe",40,NA,0,"Œródmieœcie po³udniowe",52.222412,21.017822,"Wietnamska",3,501217.417283911,5785776.12740759
"811","Restauracja corona sok i mus, Œródmieœcie Po³udniowe",50,NA,0,"Œródmieœcie po³udniowe",52.222225,21.011329,"Kawiarnia",2,500773.884994652,5785755.23876538
"812","Restauracja monsieur leon, Œródmieœcie Po³udniowe",80,3.2,4,"Œródmieœcie po³udniowe",52.210209,21.030253,"Francuska",2,502067.142821538,5784419.1065516
"813","Restauracja tu le ¿ur, Œródmieœcie Po³udniowe",100,NA,0,"Œródmieœcie po³udniowe",52.224359,21.00795,"Polska",1,500543.039173983,5785992.56666684
"814","Restauracja bar sto³eczny, Œródmieœcie Po³udniowe",NA,NA,0,"Œródmieœcie po³udniowe",52.223986,21.01233,"Polska",1,500842.230076741,5785951.1208101
"815","Restauracja galeria wypieków, Œródmieœcie Po³udniowe",30,NA,0,"Œródmieœcie po³udniowe",52.229956,21.019887,"Piekarnia",1,501358.246812281,5786615.26161383
"816","Restauracja pestka organic bistro, Œródmieœcie Po³udniowe",70,NA,0,"Œródmieœcie po³udniowe",52.230087,21.020128,"Zdrowe jedzenie",2,501374.702638265,5786629.83692166
"817","Restauracja domowy okruszek, Œródmieœcie Po³udniowe",40,NA,0,"Œródmieœcie po³udniowe",52.229875,21.020049,"Polska",1,501369.31361675,5786606.25525812
"818","Restauracja bistro spatif, Œródmieœcie Po³udniowe",60,NA,0,"Œródmieœcie po³udniowe",52.226671,21.022575,"Miêdzynarodowa",2,501541.946237259,5786249.93411407
"819","Restauracja bagel city gang, Œródmieœcie Po³udniowe",60,NA,0,"Œródmieœcie po³udniowe",52.222412,21.017822,"Piekarnia",2,501217.417283911,5785776.12740759
"820","Restauracja piwonia bar, Œródmieœcie Po³udniowe",30,3.2,5,"Œródmieœcie po³udniowe",52.220191,21.013513,"Przek¹ski",1,500923.116400011,5785529.02852315
"821","Restauracja gor¹co polecam nowakowski, Œródmieœcie Po³udniowe",20,NA,0,"Œródmieœcie po³udniowe",52.223915,21.020041,"Piekarnia",2,501368.950513805,5785943.34129396
"822","Restauracja mokotowska 69, Œródmieœcie Po³udniowe",180,NA,0,"Œródmieœcie po³udniowe",52.227278,21.022174,"Polska",1,501514.535974397,5786317.44054025
"823","Restauracja pa³aszowanie, Œródmieœcie Po³udniowe",40,3.2,5,"Œródmieœcie po³udniowe",52.219189,21.017869,"Przek¹ski",1,501220.716210082,5785417.64346525
"824","Restauracja afera na poznañskiej, Œródmieœcie Po³udniowe",40,NA,0,"Œródmieœcie po³udniowe",52.224828,21.011792,"Przek¹ski",2,500805.465467854,5786044.76791695
"825","Restauracja quick point, Œródmieœcie Po³udniowe",20,NA,0,"Œródmieœcie po³udniowe",52.220853,21.011156,"Fast Food",1,500762.09083428,5785602.6334207
"826","Restauracja mirabel, Œródmieœcie Po³udniowe",80,NA,0,"Œródmieœcie po³udniowe",52.220005,21.017198,"Francuska",1,501174.855483402,5785508.39362015
"827","Restauracja vien dong, Œródmieœcie Po³udniowe",50,3.1,4,"Œródmieœcie po³udniowe",52.22293,21.009304,"Wietnamska",2,500635.547000923,5785833.63416303
"828","Restauracja woda concept, Œródmieœcie Po³udniowe",60,NA,0,"Œródmieœcie po³udniowe",52.209401,21.02905,"Miêdzynarodowa",2,501984.979618823,5784329.2016604
"829","Restauracja bar szawa, Œródmieœcie Po³udniowe",70,NA,0,"Œródmieœcie po³udniowe",52.222346,21.012417,"Hiszpañska",2,500848.204065529,5785768.70941298
"830","Restauracja pan bulwa, Œródmieœcie Po³udniowe",40,NA,0,"Œródmieœcie po³udniowe",52.214685,21.02129,"Przek¹ski",1,501454.568076889,5784916.74035422
"831","Restauracja vegan na moliera, Œródmieœcie Po³udniowe",NA,NA,0,"Œródmieœcie po³udniowe",52.244466,21.011453,"Libañska",1,500781.9645413,5788229.04588074
"832","Restauracja Ÿróde³ko, Œródmieœcie Po³udniowe",50,3.1,4,"Œródmieœcie po³udniowe",52.217228,21.037655,"Pizza",1,502572.50504815,5785200.04499315
"833","Restauracja kfc, Œródmieœcie Po³udniowe",30,NA,0,"Œródmieœcie po³udniowe",52.223568,21.016912,"Fast Food",1,501155.225367215,5785904.6910152
"834","Restauracja steff cafe bar, Œródmieœcie Po³udniowe",50,NA,0,"Œródmieœcie po³udniowe",52.218926,21.028059,"Kawiarnia",1,501916.854790819,5785388.6112796
"835","Restauracja steam bar, Œródmieœcie Po³udniowe",60,NA,0,"Œródmieœcie po³udniowe",52.229068,21.015141,"Drinki",1,501034.124067823,5786516.41353727
"836","Restauracja ristorante il cavaliere, Œródmieœcie Po³udniowe",150,NA,0,"Œródmieœcie po³udniowe",52.225519,21.011296,"W³oska",1,500771.573667948,5786121.62046022
"837","Restauracja klub remont, Œródmieœcie Po³udniowe",50,2.9,4,"Œródmieœcie po³udniowe",52.21633,21.016258,"Przek¹ski",2,501110.732469554,5785099.61963248
"838","Restauracja kebab tbilisi, Œródmieœcie Po³udniowe",30,NA,0,"Œródmieœcie po³udniowe",52.21633,21.016258,"Kebab",1,501110.732469554,5785099.61963248
"839","Restauracja novosquare bar hotel novotel, Œródmieœcie Po³udniowe",100,NA,0,"Œródmieœcie po³udniowe",52.22925,21.01267,"Europejska",1,500865.352247154,5786536.62450944
"840","Restauracja club wesele, Œródmieœcie Po³udniowe",70,NA,0,"Œródmieœcie po³udniowe",52.228416,21.013982,"Drinki",2,500954.978834277,5786443.87750958
"841","Restauracja bistro bar upstairs, Œródmieœcie Po³udniowe",150,NA,0,"Œródmieœcie po³udniowe",52.22142,21.01631,"Europejska",2,501114.157689938,5785665.76585224
"842","Restauracja docelowo, Œródmieœcie Po³udniowe",80,NA,0,"Œródmieœcie po³udniowe",52.221377,21.017319,"Polska",1,501183.084957729,5785660.99907686
"843","Restauracja telepizza, Œródmieœcie Po³udniowe",60,NA,0,"Œródmieœcie po³udniowe",52.216158,21.020948,"Pizza",1,501431.154729664,5785080.57081867
"844","Restauracja san marino, Œródmieœcie Po³udniowe",30,NA,0,"Œródmieœcie po³udniowe",52.221714,21.015262,"Kawiarnia",2,501042.560538401,5785698.45101497
"845","Restauracja panda handroll, Œródmieœcie Po³udniowe",30,NA,0,"Œródmieœcie po³udniowe",52.223101,21.019978,"Sushi",1,501364.672094186,5785852.80125835
"846","Restauracja kebab alibaba, Œródmieœcie Po³udniowe",40,NA,0,"Œródmieœcie po³udniowe",52.225969,21.013466,"Kebab",1,500919.786293566,5786171.69798499
"847","Restauracja amfiteatr, Œródmieœcie Po³udniowe",50,NA,0,"Œródmieœcie po³udniowe",52.21722,21.03657,"Kawiarnia",2,502498.380735849,5785199.11723071
"848","Restauracja bonjour, Œródmieœcie Po³udniowe",40,NA,0,"Œródmieœcie po³udniowe",52.22769,21.00363,"Kawiarnia",1,500247.935182327,5786363.04068347
"849","Restauracja kani sushi, Œródmieœcie Po³udniowe",80,NA,0,"Œródmieœcie po³udniowe",52.226797,21.011267,"Sushi",1,500769.570726994,5786263.76843305
"850","Restauracja klub wie¿yca, Œródmieœcie Po³udniowe",70,NA,0,"Œródmieœcie po³udniowe",52.23237,21.02111,"Polska",1,501441.697340781,5786883.78777077
"851","Restauracja cafe legia, Œródmieœcie Po³udniowe",90,NA,0,"Œródmieœcie po³udniowe",52.219646,21.037439,"Polska",1,502557.609517988,5785468.98420079
"852","Restauracja bystro hot dog burger, Œródmieœcie Po³udniowe",50,NA,0,"Œródmieœcie po³udniowe",52.241228,21.185205,"Fast Food",1,512645.963657477,5787884.98832262
"853","Restauracja salut, Œródmieœcie Po³udniowe",50,NA,0,"Œródmieœcie po³udniowe",52.229711,21.015271,"Drinki",1,501042.987946393,5786587.93448815
"854","Restauracja ma³a ziemiañska, Œródmieœcie Po³udniowe",40,NA,0,"Œródmieœcie po³udniowe",52.217014,21.019007,"Kawiarnia",2,501298.521818938,5785175.74454955
